IDNUMBER	structure	fmla structure	mol weight structure	nHA	nHD	CLogP	nRB	nRings	PSA	compound_name	Saltdata	inchikey	smiles	ID	inchi	Source1536wWell	volume [nL]	well_location	plate_id
P3460064		C20H28N2O5	376.45656	5	2	2.4	7	2	95.9	rac-(2S)-2-[(1-tert-butoxycarbonylpiperidine-4-carbonyl)amino]-3-phenyl-propanoic acid		FKCVTDVCCAOPGT-INIZCTEOSA-N	CC(C)(C)OC(=O)N1CCC(CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)O	677	InChI=1S/C20H28N2O5/c1-20(2,3)27-19(26)22-11-9-15(10-12-22)17(23)21-16(18(24)25)13-14-7-5-4-6-8-14/h4-8,15-16H,9-13H2,1-3H3,(H,21,23)(H,24,25)/t16-/m0/s1	R32	100	D19	Peptide01
P6237115		C22H25N5O	375.47745	3	2	3.5	6	4	75.1	2-(2-methyl-1H-indol-3-yl)-N-[3-methyl-1-([1,2,4]triazolo[4,3-a]pyridin-3-yl)butyl]acetamide		ZXEGXWGRLXIFAJ-UHFFFAOYSA-N	CC(C)CC(NC(=O)Cc1c(C)[nH]c2ccccc12)c3nnc4ccccn34	421	InChI=1S/C22H25N5O/c1-14(2)12-19(22-26-25-20-10-6-7-11-27(20)22)24-21(28)13-17-15(3)23-18-9-5-4-8-16(17)18/h4-11,14,19,23H,12-13H2,1-3H3,(H,24,28)	R33	100	D19	Peptide01
P2193951		C19H28N2O6	380.44481	6	2	1.7	11	1	103.0	methyl 2-[3-[(3,4-dimethoxybenzoyl)amino]propanoylamino]-4-methyl-pentanoate		IVSKUTOMKBGCKL-UHFFFAOYSA-N	COC(=O)C(CC(C)C)NC(=O)CCNC(=O)c1ccc(OC)c(OC)c1	509	InChI=1S/C19H28N2O6/c1-12(2)10-14(19(24)27-5)21-17(22)8-9-20-18(23)13-6-7-15(25-3)16(11-13)26-4/h6-7,11-12,14H,8-10H2,1-5H3,(H,20,23)(H,21,22)	R34	100	D19	Peptide01
P1305819		C24H22N2O2	370.45514	2	1	4.7	5	4	45.3	N-[1H-indol-3-yl(phenyl)methyl]-3-methoxy-N-methyl-benzamide		ZRRRLQKUKVFHHE-UHFFFAOYSA-N	COc1cccc(c1)C(=O)N(C)C(c2ccccc2)c3c[nH]c4ccccc34	597	InChI=1S/C24H22N2O2/c1-26(24(27)18-11-8-12-19(15-18)28-2)23(17-9-4-3-5-10-17)21-16-25-22-14-7-6-13-20(21)22/h3-16,23,25H,1-2H3	R35	100	D20	Peptide01
P1157887		C14H16N2O3S	292.35922	4	3	1.9	6	2	107.5	rac-(2S)-2-(1H-indole-2-carbonylamino)-4-methylsulfanyl-butanoic acid		DPWVVNUFSDKJMV-NSHDSACASA-N	CSCC[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)O	685	InChI=1S/C14H16N2O3S/c1-20-7-6-11(14(18)19)16-13(17)12-8-9-4-2-3-5-10(9)15-12/h2-5,8,11,15H,6-7H2,1H3,(H,16,17)(H,18,19)/t11-/m0/s1	R36	100	D20	Peptide01
P1108300		C24H22N2O6	434.45274	6	4	3.6	6	4	128.7	rac-(2S)-2-[[2-(5-hydroxy-4,7-dimethyl-2-oxo-chromen-3-yl)acetyl]amino]-3-(1H-indol-3-yl)propanoic acid		ARJHYIXJSHLFBK-SFHVURJKSA-N	CC1=C(CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)C(=O)Oc4cc(C)cc(O)c14	429	InChI=1S/C24H22N2O6/c1-12-7-19(27)22-13(2)16(24(31)32-20(22)8-12)10-21(28)26-18(23(29)30)9-14-11-25-17-6-4-3-5-15(14)17/h3-8,11,18,25,27H,9-10H2,1-2H3,(H,26,28)(H,29,30)/t18-/m0/s1	R37	100	D20	Peptide01
P2195735		C27H29N3O4	459.54988	4	3	3.6	10	3	96.5	N-[2-[[1-benzyl-2-(4-ethoxyanilino)-2-oxo-ethyl]amino]-2-oxo-ethyl]-4-methyl-benzamide		PFJDWRYQWVIVDU-UHFFFAOYSA-N	CCOc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)c3ccc(C)cc3)cc1	517	InChI=1S/C27H29N3O4/c1-3-34-23-15-13-22(14-16-23)29-27(33)24(17-20-7-5-4-6-8-20)30-25(31)18-28-26(32)21-11-9-19(2)10-12-21/h4-16,24H,3,17-18H2,1-2H3,(H,28,32)(H,29,33)(H,30,31)	R38	100	D20	Peptide01
P1306109		C23H19N3O3	385.42618	3	1	4.6	5	4	81.9	N-[1H-indol-3-yl(phenyl)methyl]-N-methyl-4-nitro-benzamide		ZTKGSOOEJZYTKI-UHFFFAOYSA-N	CN(C(c1ccccc1)c2c[nH]c3ccccc23)C(=O)c4ccc(cc4)[N+](=O)[O-]	605	InChI=1S/C23H19N3O3/c1-25(23(27)17-11-13-18(14-12-17)26(28)29)22(16-7-3-2-4-8-16)20-15-24-21-10-6-5-9-19(20)21/h2-15,22,24H,1H3	R39	100	D20	Peptide01
P6239350		C15H19N3O3S	321.40098	4	2	2.7	6	2	112.5	rac-(2S)-4-methyl-2-[(4-methyl-2-pyrrol-1-yl-thiazole-5-carbonyl)amino]pentanoic acid		CDXDHLSJAVROBM-NSHDSACASA-N	CC(C)C[C@H](NC(=O)c1sc(nc1C)n2cccc2)C(=O)O	693	InChI=1S/C15H19N3O3S/c1-9(2)8-11(14(20)21)17-13(19)12-10(3)16-15(22-12)18-6-4-5-7-18/h4-7,9,11H,8H2,1-3H3,(H,17,19)(H,20,21)/t11-/m0/s1	R40	100	D20	Peptide01
P1090574		C23H27F2N3O3	431.48674	4	2	0.9	6	3	72.9	rac-(2S)-2-[[4-[bis(4-fluorophenyl)methyl]piperazine-1-carbonyl]amino]-3-methyl-butanoic acid		FOWRIOVPQVITMR-FQEVSTJZSA-N	CC(C)[C@H](NC(=O)N1CCN(CC1)C(c2ccc(F)cc2)c3ccc(F)cc3)C(=O)O	437	InChI=1S/C23H27F2N3O3/c1-15(2)20(22(29)30)26-23(31)28-13-11-27(12-14-28)21(16-3-7-18(24)8-4-16)17-5-9-19(25)10-6-17/h3-10,15,20-21H,11-14H2,1-2H3,(H,26,31)(H,29,30)/t20-/m0/s1	R41	100	D20	Peptide01
P2194867		C19H21ClN4O4S	436.92062	7	2	2.5	10	2	135.6	methyl 3-[[2-[(5-chloro-2-methylsulfanyl-pyrimidine-4-carbonyl)amino]-3-phenyl-propanoyl]amino]propanoate		XEBZQHJVQMTHKG-UHFFFAOYSA-N	COC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)c2nc(SC)ncc2Cl	525	InChI=1S/C19H21ClN4O4S/c1-28-15(25)8-9-21-17(26)14(10-12-6-4-3-5-7-12)23-18(27)16-13(20)11-22-19(24-16)29-2/h3-7,11,14H,8-10H2,1-2H3,(H,21,26)(H,23,27)	R42	100	D20	Peptide01
P1305423		C22H19BrN2O3	439.31233	2	2	4.5	6	4	67.3	5-bromo-N-[2-(1H-indol-3-yl)-2-(4-methoxyphenyl)ethyl]furan-2-carboxamide		UBUKYMNYGUVPPJ-UHFFFAOYSA-N	COc1ccc(cc1)C(CNC(=O)c2oc(Br)cc2)c3c[nH]c4ccccc34	613	InChI=1S/C22H19BrN2O3/c1-27-15-8-6-14(7-9-15)17(12-25-22(26)20-10-11-21(23)28-20)18-13-24-19-5-3-2-4-16(18)19/h2-11,13,17,24H,12H2,1H3,(H,25,26)	R43	100	D21	Peptide01
P6241454		C19H24N2O5S	392.47753	6	2	3.2	8	2	126.0	rac-(2S)-2-[[2-(3,4-dimethoxyphenyl)-4-methyl-thiazole-5-carbonyl]amino]-4-methyl-pentanoic acid		GRKLFFXYTMGEEM-ZDUSSCGKSA-N	COc1ccc(cc1OC)c2nc(C)c(s2)C(=O)N[C@@H](CC(C)C)C(=O)O	701	InChI=1S/C19H24N2O5S/c1-10(2)8-13(19(23)24)21-17(22)16-11(3)20-18(27-16)12-6-7-14(25-4)15(9-12)26-5/h6-7,9-10,13H,8H2,1-5H3,(H,21,22)(H,23,24)/t13-/m0/s1	R44	100	D21	Peptide01
P6242856		C15H16N2O3S	304.37037	4	2	1.7	6	2	107.5	rac-(2S)-2-[[2-(2-methylthiazol-4-yl)acetyl]amino]-3-phenyl-propanoic acid		FIYGBFCFMCAOHL-ZDUSSCGKSA-N	Cc1nc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)O)cs1	709	InChI=1S/C15H16N2O3S/c1-10-16-12(9-21-10)8-14(18)17-13(15(19)20)7-11-5-3-2-4-6-11/h2-6,9,13H,7-8H2,1H3,(H,17,18)(H,19,20)/t13-/m0/s1	S1	100	D21	Peptide01
P6241977		C23H26N2O4	394.47467	4	2	4.0	9	3	80.6	rac-(2S)-2-[3-(5-benzyloxyindol-1-yl)propanoylamino]-3-methyl-butanoic acid		NGJZBGUHMWJGBJ-QFIPXVFZSA-N	CC(C)[C@H](NC(=O)CCn1ccc2cc(OCc3ccccc3)ccc12)C(=O)O	797	InChI=1S/C23H26N2O4/c1-16(2)22(23(27)28)24-21(26)11-13-25-12-10-18-14-19(8-9-20(18)25)29-15-17-6-4-3-5-7-17/h3-10,12,14,16,22H,11,13,15H2,1-2H3,(H,24,26)(H,27,28)/t22-/m0/s1	S2	100	D21	Peptide01
P7566157		C22H27N7O	405.50679	6	2	2.8	6	4	99.7	1-(4,6-dimethylpyrimidin-2-yl)-N-[5-(2-phenylethyl)-1H-1,2,4-triazol-3-yl]piperidine-3-carboxamide		QOULQTGGCHAOQU-UHFFFAOYSA-N	Cc1cc(C)nc(n1)N2CCCC(C2)C(=O)Nc3n[nH]c(CCc4ccccc4)n3	885	InChI=1S/C22H27N7O/c1-15-13-16(2)24-22(23-15)29-12-6-9-18(14-29)20(30)26-21-25-19(27-28-21)11-10-17-7-4-3-5-8-17/h3-5,7-8,13,18H,6,9-12,14H2,1-2H3,(H2,25,26,27,28,30)	S3	100	D21	Peptide01
P3460082		C14H20N2O3	264.3271	3	2	1.8	6	1	81.4	tert-butyl N-[rac-(1S)-2-amino-1-benzyl-2-oxo-ethyl]carbamate		DHUPSFPAFRFQRO-NSHDSACASA-N	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N	973	InChI=1S/C14H20N2O3/c1-14(2,3)19-13(18)16-11(12(15)17)9-10-7-5-4-6-8-10/h4-8,11H,9H2,1-3H3,(H2,15,17)(H,16,18)/t11-/m0/s1	S4	100	D21	Peptide01
P6240794		C20H19BrN2O3	415.29003	3	2	3.9	7	3	71.3	rac-(2S)-2-[3-(4-bromoindol-1-yl)propanoylamino]-3-phenyl-propanoic acid		XEXCPYUXIPQUCV-KRWDZBQOSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)CCn2ccc3c(Br)cccc23	717	InChI=1S/C20H19BrN2O3/c21-16-7-4-8-18-15(16)9-11-23(18)12-10-19(24)22-17(20(25)26)13-14-5-2-1-3-6-14/h1-9,11,17H,10,12-13H2,(H,22,24)(H,25,26)/t17-/m0/s1	S5	100	D21	Peptide01
P6243581		C25H21N3O4	427.46382	5	2	3.1	7	4	99.1	rac-(2S)-2-[[2-[3-(2-naphthyl)-6-oxo-pyridazin-1-yl]acetyl]amino]-3-phenyl-propanoic acid		JYUMYAWRTZYTJG-QFIPXVFZSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)CN2N=C(C=CC2=O)c3ccc4ccccc4c3	805	InChI=1S/C25H21N3O4/c29-23(26-22(25(31)32)14-17-6-2-1-3-7-17)16-28-24(30)13-12-21(27-28)20-11-10-18-8-4-5-9-19(18)15-20/h1-13,15,22H,14,16H2,(H,26,29)(H,31,32)/t22-/m0/s1	S6	100	D21	Peptide01
P1107948		C24H25NO6S	455.53395	7	3	4.1	9	3	138.2	rac-(2S)-3-benzylsulfanyl-2-[3-(7-hydroxy-4,8-dimethyl-2-oxo-chromen-3-yl)propanoylamino]propanoic acid		SKIXMKPOJFKOBJ-LJQANCHMSA-N	CC1=C(CCC(=O)N[C@H](CSCc2ccccc2)C(=O)O)C(=O)Oc3c(C)c(O)ccc13	893	InChI=1S/C24H25NO6S/c1-14-17-8-10-20(26)15(2)22(17)31-24(30)18(14)9-11-21(27)25-19(23(28)29)13-32-12-16-6-4-3-5-7-16/h3-8,10,19,26H,9,11-13H2,1-2H3,(H,25,27)(H,28,29)/t19-/m1/s1	S7	100	D22	Peptide01
P6667625		C22H20FN5O2	405.4354	3	3	2.9	5	5	93.9	1-(4-fluoro-1H-indazol-3-yl)-N-[2-(1H-indol-3-yl)ethyl]-5-oxo-pyrrolidine-3-carboxamide		GCPAYUHHLFWKQF-UHFFFAOYSA-N	Fc1cccc2[nH]nc(N3CC(CC3=O)C(=O)NCCc4c[nH]c5ccccc45)c12	981	InChI=1S/C22H20FN5O2/c23-16-5-3-7-18-20(16)21(27-26-18)28-12-14(10-19(28)29)22(30)24-9-8-13-11-25-17-6-2-1-4-15(13)17/h1-7,11,14,25H,8-10,12H2,(H,24,30)(H,26,27)	S8	100	D22	Peptide01
P3460076		C22H29N3O5	415.49353	5	3	2.6	7	3	111.7	1-[rac-(2S)-2-(tert-butoxycarbonylamino)-3-(1H-indol-3-yl)propanoyl]piperidine-4-carboxylic acid		IBKKEOYSFHLJFO-SFHVURJKSA-N	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N3CCC(CC3)C(=O)O	725	InChI=1S/C22H29N3O5/c1-22(2,3)30-21(29)24-18(12-15-13-23-17-7-5-4-6-16(15)17)19(26)25-10-8-14(9-11-25)20(27)28/h4-7,13-14,18,23H,8-12H2,1-3H3,(H,24,29)(H,27,28)/t18-/m0/s1	S9	100	D22	Peptide01
P6243170		C22H26N4O3S	426.54152	4	2	2.5	7	4	115.6	2-[acetyl(tetrahydrofuran-2-ylmethyl)amino]-N-[2-(1H-indol-3-yl)ethyl]-4-methyl-thiazole-5-carboxamide		LUMRJCWREDZCSL-UHFFFAOYSA-N	CC(=O)N(CC1CCCO1)c2nc(C)c(s2)C(=O)NCCc3c[nH]c4ccccc34	813	InChI=1S/C22H26N4O3S/c1-14-20(30-22(25-14)26(15(2)27)13-17-6-5-11-29-17)21(28)23-10-9-16-12-24-19-8-4-3-7-18(16)19/h3-4,7-8,12,17,24H,5-6,9-11,13H2,1-2H3,(H,23,28)	S10	100	D22	Peptide01
P6242843		C21H19N3O4	377.40328	5	2	2.2	7	3	99.1	rac-(2S)-2-[[2-(6-oxo-3-phenyl-pyridazin-1-yl)acetyl]amino]-3-phenyl-propanoic acid		LKJKVBRKEPZVNM-SFHVURJKSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)CN2N=C(C=CC2=O)c3ccccc3	901	InChI=1S/C21H19N3O4/c25-19(22-18(21(27)28)13-15-7-3-1-4-8-15)14-24-20(26)12-11-17(23-24)16-9-5-2-6-10-16/h1-12,18H,13-14H2,(H,22,25)(H,27,28)/t18-/m0/s1	S11	100	D22	Peptide01
P7138808		C13H13N3O2	243.26746	5	2	1.4	5	2	75.1	rac-(2S)-3-phenyl-2-(pyrimidin-2-ylamino)propanoic acid		IVJZYRZYVLZTQK-NSHDSACASA-N	OC(=O)[C@H](Cc1ccccc1)Nc2ncccn2	989	InChI=1S/C13H13N3O2/c17-12(18)11(9-10-5-2-1-3-6-10)16-13-14-7-4-8-15-13/h1-8,11H,9H2,(H,17,18)(H,14,15,16)/t11-/m0/s1	S12	100	D22	Peptide01
P6666356		C17H19N3O5	345.35808	5	3	1.4	7	3	111.7	3-[rac-(4S)-1-[2-(5-methoxy-1H-indol-3-yl)ethyl]-2,5-dioxo-imidazolidin-4-yl]propanoic acid		XQJOSFMJFDVWFF-AWEZNQCLSA-N	COc1ccc2[nH]cc(CCN3C(=O)N[C@@H](CCC(=O)O)C3=O)c2c1	733	InChI=1S/C17H19N3O5/c1-25-11-2-3-13-12(8-11)10(9-18-13)6-7-20-16(23)14(19-17(20)24)4-5-15(21)22/h2-3,8-9,14,18H,4-7H2,1H3,(H,19,24)(H,21,22)/t14-/m0/s1	S13	100	D22	Peptide01
P3463231		C20H19N5O4S	425.46953	5	1	1.7	4	5	120.8	1-[4-(2,1,3-benzoxadiazol-4-ylsulfonyl)piperazin-1-yl]-2-(1H-indol-3-yl)ethanone		ATDZUPRXLBFCMS-UHFFFAOYSA-N	O=C(Cc1c[nH]c2ccccc12)N3CCN(CC3)S(=O)(=O)c4cccc5nonc45	821	InChI=1S/C20H19N5O4S/c26-19(12-14-13-21-16-5-2-1-4-15(14)16)24-8-10-25(11-9-24)30(27,28)18-7-3-6-17-20(18)23-29-22-17/h1-7,13,21H,8-12H2	S14	100	D22	Peptide01
P7130770		C24H27N3O3	405.50109	3	2	3.6	7	4	74.4	rac-(2S)-N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-3-methyl-2-(1-oxoisoindolin-2-yl)butanamide		IDJNUCOSDLYMNB-QFIPXVFZSA-N	COc1ccc2[nH]cc(CCNC(=O)[C@H](C(C)C)N3Cc4ccccc4C3=O)c2c1	909	InChI=1S/C24H27N3O3/c1-15(2)22(27-14-17-6-4-5-7-19(17)24(27)29)23(28)25-11-10-16-13-26-21-9-8-18(30-3)12-20(16)21/h4-9,12-13,15,22,26H,10-11,14H2,1-3H3,(H,25,28)/t22-/m0/s1	S15	100	D23	Peptide01
P6237106		C25H30N4O5	466.54165	6	2	2.3	10	3	109.3	rac-(2S)-2-[[2-(6,7-dimethoxy-4-oxo-quinazolin-3-yl)acetyl]amino]-3-methyl-N-(2-phenylethyl)butanamide		UQCFSAHFZOYLNO-QHCPKHFHSA-N	COc1cc2N=CN(CC(=O)N[C@@H](C(C)C)C(=O)NCCc3ccccc3)C(=O)c2cc1OC	997	InChI=1S/C25H30N4O5/c1-16(2)23(24(31)26-11-10-17-8-6-5-7-9-17)28-22(30)14-29-15-27-19-13-21(34-4)20(33-3)12-18(19)25(29)32/h5-9,12-13,15-16,23H,10-11,14H2,1-4H3,(H,26,31)(H,28,30)/t23-/m0/s1	S16	100	D23	Peptide01
P6236784		C22H21N3O4	391.43037	4	2	2.1	7	4	91.5	methyl rac-(2S)-3-(1H-indol-3-yl)-2-[[2-(1-oxoisoindolin-2-yl)acetyl]amino]propanoate		BWPDYIKQJFULIU-IBGZPJMESA-N	COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN3Cc4ccccc4C3=O	741	InChI=1S/C22H21N3O4/c1-29-22(28)19(10-15-11-23-18-9-5-4-7-16(15)18)24-20(26)13-25-12-14-6-2-3-8-17(14)21(25)27/h2-9,11,19,23H,10,12-13H2,1H3,(H,24,26)/t19-/m0/s1	S17	100	D23	Peptide01
P1159385		C20H17ClN6O3	424.84989	6	2	2.6	7	4	114.8	methyl rac-(2S)-2-[[4-chloro-2-(tetrazol-1-yl)benzoyl]amino]-3-(1H-indol-3-yl)propanoate		BZXHCKPXYHNDQZ-KRWDZBQOSA-N	COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc(Cl)cc3n4cnnn4	829	InChI=1S/C20H17ClN6O3/c1-30-20(29)17(8-12-10-22-16-5-3-2-4-14(12)16)24-19(28)15-7-6-13(21)9-18(15)27-11-23-25-26-27/h2-7,9-11,17,22H,8H2,1H3,(H,24,28)/t17-/m0/s1	S18	100	D23	Peptide01
P6243652		C16H23N3O4	321.37941	5	2	1.4	6	2	99.1	rac-(2S)-4-methyl-2-[[2-(3-oxo-5,6,7,8-tetrahydrocinnolin-2-yl)acetyl]amino]pentanoic acid		MVCOXKYLMOQRCV-ZDUSSCGKSA-N	CC(C)C[C@H](NC(=O)CN1N=C2CCCCC2=CC1=O)C(=O)O	917	InChI=1S/C16H23N3O4/c1-10(2)7-13(16(22)23)17-14(20)9-19-15(21)8-11-5-3-4-6-12(11)18-19/h8,10,13H,3-7,9H2,1-2H3,(H,17,20)(H,22,23)/t13-/m0/s1	S19	100	D23	Peptide01
P11185523		C12H20N2O2	224.3054	2	2	1.4	5	1	54.3	rac-(2S)-2-pyrrol-1-yl-N-[rac-(1S)-1-(hydroxymethyl)-2-methyl-propyl]propanamide		LNGRBWJNFUZLNN-WDEREUQCSA-N	CC(C)[C@@H](CO)NC(=O)[C@H](C)n1cccc1	1005	InChI=1S/C12H20N2O2/c1-9(2)11(8-15)13-12(16)10(3)14-6-4-5-7-14/h4-7,9-11,15H,8H2,1-3H3,(H,13,16)/t10-,11+/m0/s1	S20	100	D23	Peptide01
P6237497		C22H23N3O5	409.44571	5	3	1.4	8	3	113.6	methyl rac-(2S)-3-phenyl-2-[3-[rac-(3R)-2,5-dioxo-3,4-dihydro-1H-1,4-benzodiazepin-3-yl]propanoylamino]propanoate		WNRQIPPPHSITPJ-MSOLQXFVSA-N	COC(=O)[C@H](Cc1ccccc1)NC(=O)CC[C@H]2NC(=O)c3ccccc3NC2=O	749	InChI=1S/C22H23N3O5/c1-30-22(29)18(13-14-7-3-2-4-8-14)23-19(26)12-11-17-21(28)24-16-10-6-5-9-15(16)20(27)25-17/h2-10,17-18H,11-13H2,1H3,(H,23,26)(H,24,28)(H,25,27)/t17-,18+/m1/s1	S21	100	D23	Peptide01
P1108086		C27H27NO6	461.51934	5	2	4.7	7	4	105.8	rac-(2R)-2-[[2-(2,5-dimethyl-7-oxo-3-phenyl-furo[3,2-g]chromen-6-yl)acetyl]amino]-4-methyl-pentanoic acid		RBNZAJLTRMBCKF-OAQYLSRUSA-N	CC(C)C[C@@H](NC(=O)CC1=C(C)c2cc3c(c(C)oc3cc2OC1=O)c4ccccc4)C(=O)O	837	InChI=1S/C27H27NO6/c1-14(2)10-21(26(30)31)28-24(29)12-19-15(3)18-11-20-23(13-22(18)34-27(19)32)33-16(4)25(20)17-8-6-5-7-9-17/h5-9,11,13-14,21H,10,12H2,1-4H3,(H,28,29)(H,30,31)/t21-/m1/s1	S22	100	D23	Peptide01
P11185753		C19H21N3O	307.39872	2	2	3.8	5	3	57.8	N-[1-(1H-benzimidazol-2-yl)-2-phenyl-ethyl]-2-methyl-propanamide		PFECIIXPCNIQRC-UHFFFAOYSA-N	CC(C)C(=O)NC(Cc1ccccc1)c2nc3ccccc3[nH]2	925	InChI=1S/C19H21N3O/c1-13(2)19(23)22-17(12-14-8-4-3-5-9-14)18-20-15-10-6-7-11-16(15)21-18/h3-11,13,17H,12H2,1-2H3,(H,20,21)(H,22,23)	S23	100	D24	Peptide01
P7567851		C19H18N2O3	322.36691	3	2	3.1	5	3	71.3	rac-(2S)-2-[(1-methylindole-6-carbonyl)amino]-3-phenyl-propanoic acid		FCSKIEZLPKEYIE-INIZCTEOSA-N	Cn1ccc2ccc(cc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)O	1013	InChI=1S/C19H18N2O3/c1-21-10-9-14-7-8-15(12-17(14)21)18(22)20-16(19(23)24)11-13-5-3-2-4-6-13/h2-10,12,16H,11H2,1H3,(H,20,22)(H,23,24)/t16-/m0/s1	S24	100	D24	Peptide01
P6239986		C22H24N2O4S	412.51158	5	2	3.2	10	3	105.9	rac-(2S)-2-[[2-(5-benzyloxyindol-1-yl)acetyl]amino]-4-methylsulfanyl-butanoic acid		RKWMNKXXJVYMAI-IBGZPJMESA-N	CSCC[C@H](NC(=O)Cn1ccc2cc(OCc3ccccc3)ccc12)C(=O)O	757	InChI=1S/C22H24N2O4S/c1-29-12-10-19(22(26)27)23-21(25)14-24-11-9-17-13-18(7-8-20(17)24)28-15-16-5-3-2-4-6-16/h2-9,11,13,19H,10,12,14-15H2,1H3,(H,23,25)(H,26,27)/t19-/m0/s1	S25	100	D24	Peptide01
P11184225		C18H25NO4S	351.46825	5	2	2.5	7	2	100.9	rac-(2S)-2-[[2-(2,2-dimethylchroman-6-yl)acetyl]amino]-4-methylsulfanyl-butanoic acid		BHTDCRNCGQVYRH-AWEZNQCLSA-N	CSCC[C@H](NC(=O)Cc1ccc2OC(C)(C)CCc2c1)C(=O)O	845	InChI=1S/C18H25NO4S/c1-18(2)8-6-13-10-12(4-5-15(13)23-18)11-16(20)19-14(17(21)22)7-9-24-3/h4-5,10,14H,6-9,11H2,1-3H3,(H,19,20)(H,21,22)/t14-/m0/s1	S26	100	D24	Peptide01
P6236162		C18H16FN5O3	369.35832	6	1	1.9	7	3	99.0	methyl rac-(2S)-2-[[5-fluoro-2-(tetrazol-1-yl)benzoyl]amino]-3-phenyl-propanoate		IOVPMJIJEPVPLD-HNNXBMFYSA-N	COC(=O)[C@H](Cc1ccccc1)NC(=O)c2cc(F)ccc2n3cnnn3	933	InChI=1S/C18H16FN5O3/c1-27-18(26)15(9-12-5-3-2-4-6-12)21-17(25)14-10-13(19)7-8-16(14)24-11-20-22-23-24/h2-8,10-11,15H,9H2,1H3,(H,21,25)/t15-/m0/s1	S27	100	D24	Peptide01
P11184296		C18H23N3O3S	361.46631	5	2	2.9	8	2	120.4	rac-(2S)-3-methyl-2-[[2-[2-(2-propyl-4-pyridyl)thiazol-4-yl]acetyl]amino]butanoic acid		UVHMFJKPOXBUSL-INIZCTEOSA-N	CCCc1cc(ccn1)c2nc(CC(=O)N[C@@H](C(C)C)C(=O)O)cs2	1021	InChI=1S/C18H23N3O3S/c1-4-5-13-8-12(6-7-19-13)17-20-14(10-25-17)9-15(22)21-16(11(2)3)18(23)24/h6-8,10-11,16H,4-5,9H2,1-3H3,(H,21,22)(H,23,24)/t16-/m0/s1	S28	100	D24	Peptide01
P6240044		C20H18N2O3S	366.44206	4	2	3.4	7	3	107.5	rac-(2S)-3-phenyl-2-[[2-(2-phenylthiazol-4-yl)acetyl]amino]propanoic acid		DLOACPLYNCPRDL-KRWDZBQOSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)Cc2csc(n2)c3ccccc3	765	InChI=1S/C20H18N2O3S/c23-18(22-17(20(24)25)11-14-7-3-1-4-8-14)12-16-13-26-19(21-16)15-9-5-2-6-10-15/h1-10,13,17H,11-12H2,(H,22,23)(H,24,25)/t17-/m0/s1	S29	100	D24	Peptide01
P7130045		C21H19N3OS	361.46908	2	2	4.2	5	4	86.0	N-[2-(1H-indol-3-yl)ethyl]-2-methyl-4-phenyl-thiazole-5-carboxamide		DWLIZLTULPIDMD-UHFFFAOYSA-N	Cc1nc(c2ccccc2)c(s1)C(=O)NCCc3c[nH]c4ccccc34	853	InChI=1S/C21H19N3OS/c1-14-24-19(15-7-3-2-4-8-15)20(26-14)21(25)22-12-11-16-13-23-18-10-6-5-9-17(16)18/h2-10,13,23H,11-12H2,1H3,(H,22,25)	S30	100	D24	Peptide01
P3460799		C24H24ClN3O4	453.92958	4	2	3.0	8	4	91.5	methyl 2-[[1-[(4-chlorophenyl)methyl]-5-oxo-pyrrolidine-3-carbonyl]amino]-3-(1H-indol-3-yl)propanoate		GCVMXXHWPZAWEF-UHFFFAOYSA-N	COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C3CN(Cc4ccc(Cl)cc4)C(=O)C3	941	InChI=1S/C24H24ClN3O4/c1-32-24(31)21(10-16-12-26-20-5-3-2-4-19(16)20)27-23(30)17-11-22(29)28(14-17)13-15-6-8-18(25)9-7-15/h2-9,12,17,21,26H,10-11,13-14H2,1H3,(H,27,30)	S31	100	E1	Peptide01
